wid,outcome,considered,evaluation,rt,prompt_id,raw_outcome
wfa60274,cantaloupe,False,-5,4522,FRUIT,cantaloupe
wfa60274,peaches,True,10,2304,FRUIT,peach
wfa60274,apples,True,8,5356,FRUIT,apple
wfa60274,papayas,False,-5,4481,FRUIT,papayas
wfa60274,blackberry,False,3,3027,FRUIT,blackberries
wfa60274,strawberry,False,8,2806,FRUIT,strawberries
wfa60274,limes,False,-10,2310,FRUIT,limes
wfa60274,plums,True,9,3181,FRUIT,plum
wfa60274,mango,False,-2,3210,FRUIT,mango
wfa60274,bananas,True,10,4901,FRUIT,banana
wfa60274,nectarines,False,-2,2662,FRUIT,nectarines
wfa60274,cherry,False,-5,3015,FRUIT,cherries
wfa60274,orange,False,-10,2280,FRUIT,orange
wfa60274,blueberry,False,8,5979,FRUIT,blueberries
wfa60274,lemon,False,-10,2143,FRUIT,lemon
wfa60274,watermelon,False,8,4375,FRUIT,watermelon
wfa60274,grapes,False,4,2470,FRUIT,grapes
wfa60274,pineapple,False,-3,2344,FRUIT,pineapple
wfa60274,amsterdam,False,2,3769,VACATION,Amsterdam
wfa60274,prague,False,-2,3059,VACATION,Prague
wfa60274,edinburgh,False,1,3911,VACATION,Edinburgh
wfa60274,london,True,8,2572,VACATION,london
wfa60274,budapest,False,5,2854,VACATION,Budapest
wfa60274,brussels,False,3,2704,VACATION,Brussels
wfa60274,florence,False,6,3641,VACATION,Florence
wfa60274,rome,False,4,2953,VACATION,Rome
wfa60274,venice,False,5,2539,VACATION,Venice
wfa60274,berlin,False,5,3574,VACATION,Berlin
wfa60274,athens,False,6,2491,VACATION,Athens
wfa60274,vienna,False,5,2900,VACATION,Vienna
wfa60274,dublin,False,7,3076,VACATION,Dublin
wfa60274,copenhagen,False,5,2515,VACATION,Copenhagen
wfa60274,istanbul,False,4,2425,VACATION,Istanbul
wfa60274,paris,True,9,2475,VACATION,paris
wfa60274,barcelona,False,5,2394,VACATION,Barcelona
wfa60274,stockholm,False,7,2360,VACATION,Stockholm
wfa60274,tiger,False,-7,4671,ZOO,tiger
wfa60274,zebra,False,10,2482,ZOO,zebra
wfa60274,rhinoceros,False,7,3065,ZOO,rhinoceros
wfa60274,gorilla,False,3,5392,ZOO,gorilla
wfa60274,deer,False,10,4409,ZOO,deer
wfa60274,lemur,False,10,2470,ZOO,lemur
wfa60274,elephant,False,10,2475,ZOO,elephant
wfa60274,lion,False,-10,2072,ZOO,lion
wfa60274,kangaroo,False,-4,4028,ZOO,kangaroo
wfa60274,koala,False,5,3672,ZOO,koala
wfa60274,peacock,False,-3,2531,ZOO,peacock
wfa60274,giraffe,False,6,2352,ZOO,giraffe
wfa60274,crocodile,False,-9,2799,ZOO,crocodile
wfa60274,monkey,False,-2,2400,ZOO,monkey
wfa60274,jaguar,False,-10,2974,ZOO,jaguar
wfa60274,sloth,False,10,2574,ZOO,sloth
wfa60274,panda,False,8,3088,ZOO,panda
wfa60274,cobra,False,-6,5377,ZOO,cobra
w9e4935e,cherry,False,10,11900,FRUIT,cherries
w9e4935e,strawberry,False,6,3191,FRUIT,strawberries
w9e4935e,limes,False,-8,2630,FRUIT,limes
w9e4935e,raspberry,False,7,1960,FRUIT,raspberries
w9e4935e,orange,False,3,1879,FRUIT,orange
w9e4935e,peaches,False,6,1665,FRUIT,peaches
w9e4935e,blackberry,False,8,2066,FRUIT,blackberries
w9e4935e,bananas,True,3,1810,FRUIT,Bananas
w9e4935e,cantaloupe,False,7,1840,FRUIT,cantaloupe
w9e4935e,nectarines,False,4,1865,FRUIT,nectarines
w9e4935e,pear,False,4,1669,FRUIT,pear
w9e4935e,blueberry,False,-4,2276,FRUIT,blueberries
w9e4935e,pineapple,False,6,1813,FRUIT,pineapple
w9e4935e,apples,True,7,2209,FRUIT,Apples
w9e4935e,plums,False,4,1811,FRUIT,plums
w9e4935e,grapes,True,9,2130,FRUIT,Grapes
w9e4935e,lemon,False,-9,2069,FRUIT,lemon
w9e4935e,mango,False,7,1806,FRUIT,mango
w9e4935e,watermelon,False,10,1792,FRUIT,watermelon
w9e4935e,florence,False,2,6237,VACATION,Florence
w9e4935e,lisbon,False,0,2329,VACATION,Lisbon
w9e4935e,edinburgh,False,-3,2054,VACATION,Edinburgh
w9e4935e,barcelona,False,0,1681,VACATION,Barcelona
w9e4935e,madrid,False,0,1757,VACATION,Madrid
w9e4935e,paris,False,3,2099,VACATION,Paris
w9e4935e,venice,False,0,1812,VACATION,Venice
w9e4935e,athens,False,0,1826,VACATION,Athens
w9e4935e,berlin,False,-3,2574,VACATION,Berlin
w9e4935e,vienna,False,-2,1538,VACATION,Vienna
w9e4935e,budapest,False,-4,1835,VACATION,Budapest
w9e4935e,istanbul,False,-3,1713,VACATION,Istanbul
w9e4935e,dublin,False,0,1761,VACATION,Dublin
w9e4935e,brussels,False,-2,1853,VACATION,Brussels
w9e4935e,prague,False,-3,1774,VACATION,Prague
w9e4935e,stockholm,False,-3,1597,VACATION,Stockholm
w9e4935e,london,False,0,1762,VACATION,London
w9e4935e,amsterdam,False,0,1869,VACATION,Amsterdam
w9e4935e,rome,False,3,1982,VACATION,Rome
w9e4935e,copenhagen,False,-2,1629,VACATION,Copenhagen
w9e4935e,rhinoceros,False,0,3026,ZOO,rhinoceros
w9e4935e,giraffe,False,8,2167,ZOO,giraffe
w9e4935e,lemur,False,-6,2068,ZOO,lemur
w9e4935e,lion,False,-5,1842,ZOO,lion
w9e4935e,zebra,False,6,1823,ZOO,zebra
w9e4935e,crocodile,False,-9,1891,ZOO,crocodile
w9e4935e,kangaroo,False,0,2165,ZOO,kangaroo
w9e4935e,cobra,False,-10,2048,ZOO,cobra
w9e4935e,jaguar,False,-10,1919,ZOO,jaguar
w9e4935e,elephant,False,3,1744,ZOO,elephant
w9e4935e,koala,False,5,1860,ZOO,koala
w9e4935e,gorilla,False,0,2304,ZOO,gorilla
w9e4935e,monkey,False,3,1688,ZOO,monkey
w9e4935e,sloth,False,6,2022,ZOO,sloth
w9e4935e,panda,False,6,1644,ZOO,panda
w9e4935e,deer,False,0,2106,ZOO,deer
w9e4935e,peacock,False,-3,2300,ZOO,peacock
w9e4935e,tiger,False,-8,1971,ZOO,tiger
w71a93b6,blueberry,False,10,8011,FRUIT,blueberries
w71a93b6,papayas,False,6,6695,FRUIT,papayas
w71a93b6,bananas,False,10,3096,FRUIT,bananas
w71a93b6,pear,True,10,2168,FRUIT,Pear
w71a93b6,pineapple,True,10,2704,FRUIT,Pineapple
w71a93b6,apples,True,10,2360,FRUIT,Apple
w71a93b6,peaches,False,10,2777,FRUIT,peaches
w71a93b6,raspberry,False,10,2231,FRUIT,raspberries
w71a93b6,cantaloupe,False,10,2577,FRUIT,cantaloupe
w71a93b6,plums,False,10,2776,FRUIT,plums
w71a93b6,lemon,False,10,2775,FRUIT,lemon
w71a93b6,orange,True,10,2112,FRUIT,Orange
w71a93b6,strawberry,True,10,2289,FRUIT,Strawberry
w71a93b6,cherry,False,10,2176,FRUIT,cherries
w71a93b6,blackberry,False,10,2455,FRUIT,blackberries
w71a93b6,watermelon,True,10,3136,FRUIT,Watermelon
w71a93b6,grapes,True,10,2632,FRUIT,Grapes
w71a93b6,nectarines,False,10,3255,FRUIT,nectarines
w71a93b6,limes,False,10,2217,FRUIT,limes
w71a93b6,monkey,False,5,8780,ZOO,monkey
w71a93b6,UNK,True,10,2892,ZOO,Horse
w71a93b6,lion,False,-10,2924,ZOO,lion
w71a93b6,cobra,False,-10,5490,ZOO,cobra
w71a93b6,peacock,False,6,3735,ZOO,peacock
w71a93b6,UNK,True,10,3585,ZOO,Snakes
w71a93b6,UNK,True,10,2446,ZOO,Hamster
w71a93b6,kangaroo,False,-5,3760,ZOO,kangaroo
w71a93b6,deer,False,-10,4681,ZOO,deer
w71a93b6,elephant,False,10,3351,ZOO,elephant
w71a93b6,gorilla,True,8,3992,ZOO,Gorilla
w71a93b6,lemur,False,-4,6674,ZOO,lemur
w71a93b6,tiger,False,-10,2391,ZOO,tiger
w71a93b6,UNK,True,10,2359,ZOO,Turtle
w71a93b6,panda,False,6,3265,ZOO,panda
w71a93b6,giraffe,True,10,2368,ZOO,Giraffe
w71a93b6,koala,False,5,4719,ZOO,koala
w71a93b6,zebra,False,10,2353,ZOO,zebra
w71a93b6,jaguar,False,-10,2440,ZOO,jaguar
w71a93b6,crocodile,False,-10,2568,ZOO,crocodile
w71a93b6,sloth,False,10,2639,ZOO,sloth
w71a93b6,rhinoceros,False,-6,4113,ZOO,rhinoceros
w71a93b6,barcelona,False,10,5516,VACATION,Barcelona
w71a93b6,copenhagen,False,10,3327,VACATION,Copenhagen
w71a93b6,venice,False,10,2201,VACATION,Venice
w71a93b6,rome,True,10,2167,VACATION,Rome
w71a93b6,paris,True,10,2520,VACATION,Paris
w71a93b6,florence,False,10,2744,VACATION,Florence
w71a93b6,amsterdam,True,10,2168,VACATION,Amsterdam
w71a93b6,budapest,False,10,2666,VACATION,Budapest
w71a93b6,istanbul,False,10,2374,VACATION,Istanbul
w71a93b6,brussels,False,10,2400,VACATION,Brussels
w71a93b6,athens,False,10,2304,VACATION,Athens
w71a93b6,london,True,10,2351,VACATION,London
w71a93b6,stockholm,False,10,2352,VACATION,Stockholm
w71a93b6,prague,False,10,2193,VACATION,Prague
w71a93b6,vienna,False,10,2464,VACATION,Vienna
w71a93b6,edinburgh,False,10,2463,VACATION,Edinburgh
w71a93b6,berlin,True,10,3633,VACATION,Berlin
w41b70d5,plums,False,-5,9339,FRUIT,plums
w41b70d5,watermelon,False,10,3003,FRUIT,watermelon
w41b70d5,cherry,False,1,2926,FRUIT,cherries
w41b70d5,mango,False,6,3654,FRUIT,mango
w41b70d5,apples,False,-3,2717,FRUIT,apples
w41b70d5,blackberry,False,10,2171,FRUIT,blackberries
w41b70d5,bananas,False,-6,2210,FRUIT,bananas
w41b70d5,cantaloupe,False,7,2410,FRUIT,cantaloupe
w41b70d5,pear,False,-7,2371,FRUIT,pear
w41b70d5,peaches,False,8,2008,FRUIT,peaches
w41b70d5,nectarines,False,7,2427,FRUIT,nectarines
w41b70d5,pineapple,False,2,2632,FRUIT,pineapple
w41b70d5,strawberry,False,-2,2268,FRUIT,strawberries
w41b70d5,lemon,False,-9,2315,FRUIT,lemon
w41b70d5,orange,False,-6,2199,FRUIT,orange
w41b70d5,limes,False,-8,3688,FRUIT,limes
w41b70d5,blueberry,False,6,2631,FRUIT,blueberries
w41b70d5,raspberry,False,10,2001,FRUIT,raspberries
w41b70d5,grapes,False,-10,3172,FRUIT,grapes
w41b70d5,papayas,False,-9,2147,FRUIT,papayas
w41b70d5,gorilla,False,-7,5181,ZOO,gorilla
w41b70d5,monkey,False,-3,6194,ZOO,monkey
w41b70d5,tiger,False,-10,2451,ZOO,tiger
w41b70d5,rhinoceros,False,-4,4124,ZOO,rhinoceros
w41b70d5,jaguar,False,-10,2459,ZOO,jaguar
w41b70d5,giraffe,False,2,2995,ZOO,giraffe
w41b70d5,lemur,False,-1,3207,ZOO,lemur
w41b70d5,elephant,False,4,2809,ZOO,elephant
w41b70d5,deer,False,-6,2378,ZOO,deer
w41b70d5,lion,False,-9,2295,ZOO,lion
w41b70d5,sloth,False,8,2583,ZOO,sloth
w41b70d5,peacock,False,-9,2683,ZOO,peacock
w41b70d5,zebra,False,0,3800,ZOO,zebra
w41b70d5,crocodile,False,-10,2037,ZOO,crocodile
w41b70d5,kangaroo,False,-5,2411,ZOO,kangaroo
w41b70d5,cobra,False,-9,2425,ZOO,cobra
w41b70d5,panda,False,9,2710,ZOO,panda
w41b70d5,koala,False,10,2695,ZOO,koala
w41b70d5,berlin,False,-1,3780,VACATION,Berlin
w41b70d5,dublin,False,3,3389,VACATION,Dublin
w41b70d5,edinburgh,False,7,2250,VACATION,Edinburgh
w41b70d5,paris,False,10,2673,VACATION,Paris
w41b70d5,brussels,False,3,3194,VACATION,Brussels
w41b70d5,amsterdam,False,5,2516,VACATION,Amsterdam
w41b70d5,istanbul,False,-4,2242,VACATION,Istanbul
w41b70d5,london,False,10,2601,VACATION,London
w41b70d5,rome,False,10,2177,VACATION,Rome
w41b70d5,prague,False,-3,7032,VACATION,Prague
w41b70d5,copenhagen,False,0,2452,VACATION,Copenhagen
w41b70d5,vienna,False,6,2686,VACATION,Vienna
w41b70d5,florence,False,9,1957,VACATION,Florence
w41b70d5,athens,False,10,2414,VACATION,Athens
w41b70d5,barcelona,False,4,3524,VACATION,Barcelona
w41b70d5,lisbon,False,-4,2694,VACATION,Lisbon
w41b70d5,madrid,False,10,2888,VACATION,Madrid
w41b70d5,venice,False,5,2292,VACATION,Venice
w41b70d5,budapest,False,2,2713,VACATION,Budapest
w41b70d5,stockholm,False,-4,2786,VACATION,Stockholm
wf53fd58,cherry,False,5,19167,FRUIT,cherries
wf53fd58,raspberry,False,7,3279,FRUIT,raspberries
wf53fd58,mango,False,-5,4663,FRUIT,mango
wf53fd58,papayas,False,4,4234,FRUIT,papayas
wf53fd58,blackberry,False,10,4798,FRUIT,blackberries
wf53fd58,pineapple,False,10,2960,FRUIT,pineapple
wf53fd58,watermelon,False,8,3339,FRUIT,watermelon
wf53fd58,blueberry,False,10,2902,FRUIT,blueberries
wf53fd58,limes,False,3,3107,FRUIT,limes
wf53fd58,strawberry,False,10,2681,FRUIT,strawberries
wf53fd58,apples,False,10,3829,FRUIT,apples
wf53fd58,lemon,False,2,3194,FRUIT,lemon
wf53fd58,UNK,True,10,6068,FRUIT,"apple, orange and pear."
wf53fd58,peaches,False,2,11034,FRUIT,peaches
wf53fd58,plums,False,-3,8976,FRUIT,plums
wf53fd58,orange,False,10,3195,FRUIT,orange
wf53fd58,bananas,False,5,3302,FRUIT,bananas
wf53fd58,cantaloupe,False,7,12530,FRUIT,cantaloupe
wf53fd58,pear,False,10,2583,FRUIT,pear
wf53fd58,grapes,False,4,4251,FRUIT,grapes
wf53fd58,nectarines,False,-5,10490,FRUIT,nectarines
w870562f,nectarines,False,0,7622,FRUIT,nectarines
w870562f,watermelon,False,4,4045,FRUIT,watermelon
w870562f,orange,False,3,2150,FRUIT,orange
w870562f,lemon,False,-5,3906,FRUIT,lemon
w870562f,peaches,False,-2,2398,FRUIT,peaches
w870562f,cantaloupe,False,-2,4518,FRUIT,cantaloupe
w870562f,pineapple,False,10,2613,FRUIT,pineapple
w870562f,grapes,False,10,2245,FRUIT,grapes
w870562f,plums,False,1,3117,FRUIT,plums
w870562f,limes,False,-1,1922,FRUIT,limes
w870562f,papayas,False,2,1988,FRUIT,papayas
w870562f,bananas,False,8,2423,FRUIT,bananas
w870562f,mango,False,2,2114,FRUIT,mango
w870562f,pear,False,6,2101,FRUIT,pear
w870562f,blueberry,False,-4,2939,FRUIT,blueberries
w870562f,strawberry,False,5,2140,FRUIT,strawberries
w870562f,cherry,False,2,3100,FRUIT,cherries
w870562f,raspberry,False,2,3220,FRUIT,raspberries
w870562f,apples,True,9,2548,FRUIT,Apple
w870562f,blackberry,False,1,5699,FRUIT,blackberries
w870562f,koala,False,0,3799,ZOO,koala
w870562f,deer,False,-5,2508,ZOO,deer
w870562f,peacock,False,-4,2123,ZOO,peacock
w870562f,gorilla,False,-5,2032,ZOO,gorilla
w870562f,giraffe,False,-5,2346,ZOO,giraffe
w870562f,panda,False,-4,2349,ZOO,panda
w870562f,zebra,False,-6,1834,ZOO,zebra
w870562f,jaguar,False,-10,2046,ZOO,jaguar
w870562f,crocodile,False,-10,1734,ZOO,crocodile
w870562f,rhinoceros,False,-10,1954,ZOO,rhinoceros
w870562f,monkey,False,-3,2162,ZOO,monkey
w870562f,kangaroo,False,-9,2262,ZOO,kangaroo
w870562f,sloth,False,-2,1962,ZOO,sloth
w870562f,elephant,False,-5,1971,ZOO,elephant
w870562f,lion,False,-10,1948,ZOO,lion
w870562f,cobra,False,-10,2382,ZOO,cobra
w870562f,lemur,False,-1,2939,ZOO,lemur
w870562f,tiger,False,-10,3375,ZOO,tiger
w870562f,brussels,False,0,2982,VACATION,Brussels
w870562f,madrid,True,7,2778,VACATION,Madrid
w870562f,barcelona,False,9,2522,VACATION,Barcelona
w870562f,rome,False,9,1878,VACATION,Rome
w870562f,istanbul,False,-1,2249,VACATION,Istanbul
w870562f,athens,False,9,2578,VACATION,Athens
w870562f,budapest,False,0,1787,VACATION,Budapest
w870562f,stockholm,False,5,2076,VACATION,Stockholm
w870562f,berlin,False,0,1689,VACATION,Berlin
w870562f,prague,True,5,2371,VACATION,Prague
w870562f,copenhagen,False,3,2368,VACATION,Copenhagen
w870562f,dublin,False,1,2029,VACATION,Dublin
w870562f,florence,False,8,2556,VACATION,Florence
w870562f,vienna,False,5,2861,VACATION,Vienna
w870562f,venice,False,8,2589,VACATION,Venice
w870562f,amsterdam,False,3,1994,VACATION,Amsterdam
w870562f,london,True,5,2198,VACATION,London
w870562f,edinburgh,False,0,1933,VACATION,Edinburgh
w7c90e86,grapes,True,10,12753,FRUIT,Grape
w7c90e86,pineapple,False,-10,3808,FRUIT,pineapple
w7c90e86,orange,True,8,3201,FRUIT,Orange
w7c90e86,apples,True,10,4887,FRUIT,Apple
w7c90e86,lemon,False,-8,4008,FRUIT,lemon
w7c90e86,UNK,True,-10,3160,FRUIT,Durian
w7c90e86,raspberry,False,5,2921,FRUIT,raspberries
w7c90e86,blackberry,False,5,2727,FRUIT,blackberries
w7c90e86,mango,True,7,2976,FRUIT,Mango
w7c90e86,papayas,False,0,3088,FRUIT,papayas
w7c90e86,plums,False,0,3168,FRUIT,plums
w7c90e86,cherry,False,-1,2920,FRUIT,cherries
w7c90e86,pear,False,-7,5960,FRUIT,pear
w7c90e86,nectarines,False,5,3073,FRUIT,nectarines
w7c90e86,watermelon,False,10,2119,FRUIT,watermelon
w7c90e86,limes,False,2,3225,FRUIT,limes
w7c90e86,strawberry,False,-8,5488,FRUIT,strawberries
w7c90e86,peaches,False,10,2463,FRUIT,peaches
w7c90e86,bananas,True,10,2488,FRUIT,Banana
w7c90e86,blueberry,False,7,3440,FRUIT,blueberries
w7c90e86,cantaloupe,False,10,3993,FRUIT,cantaloupe
w7c90e86,gorilla,False,-5,7357,ZOO,gorilla
w7c90e86,kangaroo,False,-8,6096,ZOO,kangaroo
w7c90e86,giraffe,True,5,5479,ZOO,Giraffe
w7c90e86,crocodile,False,-10,2295,ZOO,crocodile
w7c90e86,sloth,False,10,2248,ZOO,sloth
w7c90e86,UNK,True,-10,5721,ZOO,Shark
w7c90e86,elephant,False,2,10792,ZOO,elephant
w7c90e86,rhinoceros,False,-9,4625,ZOO,rhinoceros
w7c90e86,monkey,False,9,2967,ZOO,monkey
w7c90e86,zebra,True,6,7767,ZOO,Zebra
w7c90e86,deer,True,-10,2184,ZOO,Bear
w7c90e86,koala,False,10,2473,ZOO,koala
w7c90e86,UNK,True,10,3656,ZOO,Turtle
w7c90e86,peacock,False,9,3824,ZOO,peacock
w7c90e86,lion,True,-10,2160,ZOO,Lion
w7c90e86,panda,False,10,2792,ZOO,panda
w7c90e86,UNK,True,-7,3753,ZOO,Cheetah
w7c90e86,UNK,True,-3,4190,ZOO,Snake
w7c90e86,tiger,False,-10,4192,ZOO,tiger
w7c90e86,jaguar,False,-10,2017,ZOO,jaguar
w7c90e86,lisbon,False,8,5351,VACATION,Lisbon
w7c90e86,barcelona,False,10,2600,VACATION,Barcelona
w7c90e86,brussels,False,7,5223,VACATION,Brussels
w7c90e86,copenhagen,False,10,2511,VACATION,Copenhagen
w7c90e86,vienna,False,10,2872,VACATION,Vienna
w7c90e86,rome,False,10,3288,VACATION,Rome
w7c90e86,budapest,False,6,3218,VACATION,Budapest
w7c90e86,istanbul,False,0,5238,VACATION,Istanbul
w7c90e86,stockholm,False,10,2386,VACATION,Stockholm
w7c90e86,madrid,False,10,3223,VACATION,Madrid
w7c90e86,paris,False,10,1977,VACATION,Paris
w7c90e86,venice,False,10,2136,VACATION,Venice
w7c90e86,edinburgh,False,10,3040,VACATION,Edinburgh
w7c90e86,amsterdam,False,10,2271,VACATION,Amsterdam
w7c90e86,london,False,10,3752,VACATION,London
w7c90e86,berlin,False,9,3776,VACATION,Berlin
w7c90e86,florence,True,10,2352,VACATION,France
w7c90e86,dublin,False,10,4872,VACATION,Dublin
w7c90e86,athens,False,10,2392,VACATION,Athens
w159596a,grapes,False,5,5288,FRUIT,grapes
w159596a,peaches,False,5,2701,FRUIT,peaches
w159596a,orange,False,6,1965,FRUIT,orange
w159596a,nectarines,False,5,2339,FRUIT,nectarines
w159596a,cantaloupe,False,6,2545,FRUIT,cantaloupe
w159596a,strawberry,False,7,2028,FRUIT,strawberries
w159596a,cherry,False,5,2136,FRUIT,cherries
w159596a,apples,False,5,1718,FRUIT,apples
w159596a,lemon,False,-5,3167,FRUIT,lemon
w159596a,blackberry,False,4,2162,FRUIT,blackberries
w159596a,mango,False,10,2279,FRUIT,mango
w159596a,papayas,False,10,2607,FRUIT,papayas
w159596a,pear,False,6,2889,FRUIT,pear
w159596a,pineapple,False,8,2840,FRUIT,pineapple
w159596a,watermelon,False,3,2139,FRUIT,watermelon
w159596a,plums,False,4,2830,FRUIT,plums
w159596a,raspberry,False,7,2126,FRUIT,raspberries
w159596a,blueberry,False,7,2109,FRUIT,blueberries
w159596a,limes,False,-5,2284,FRUIT,limes
w159596a,bananas,False,7,3081,FRUIT,bananas
w159596a,cobra,False,-10,6062,ZOO,cobra
w159596a,deer,False,4,3117,ZOO,deer
w159596a,gorilla,False,-10,2485,ZOO,gorilla
w159596a,panda,False,4,2735,ZOO,panda
w159596a,monkey,False,2,3794,ZOO,monkey
w159596a,crocodile,False,-10,2454,ZOO,crocodile
w159596a,sloth,False,5,4104,ZOO,sloth
w159596a,giraffe,False,6,3350,ZOO,giraffe
w159596a,lion,True,-10,2449,ZOO,Lion
w159596a,elephant,False,2,3108,ZOO,elephant
w159596a,lemur,False,5,2835,ZOO,lemur
w159596a,rhinoceros,False,-6,2939,ZOO,rhinoceros
w159596a,jaguar,False,-10,2312,ZOO,jaguar
w159596a,zebra,False,8,3362,ZOO,zebra
w159596a,koala,False,10,4024,ZOO,koala
w159596a,peacock,False,3,3601,ZOO,peacock
w159596a,kangaroo,False,2,4266,ZOO,kangaroo
w159596a,tiger,False,-10,2199,ZOO,tiger
w159596a,dublin,False,10,2879,VACATION,Dublin
w159596a,amsterdam,False,10,2191,VACATION,Amsterdam
w159596a,prague,False,10,2019,VACATION,Prague
w159596a,florence,False,10,2664,VACATION,Florence
w159596a,copenhagen,False,10,2303,VACATION,Copenhagen
w159596a,rome,False,10,2817,VACATION,Rome
w159596a,edinburgh,False,10,2250,VACATION,Edinburgh
w159596a,madrid,False,10,2489,VACATION,Madrid
w159596a,london,False,10,2687,VACATION,London
w159596a,lisbon,False,10,2222,VACATION,Lisbon
w159596a,venice,False,10,2334,VACATION,Venice
w159596a,vienna,False,10,2210,VACATION,Vienna
w159596a,athens,False,10,2491,VACATION,Athens
w159596a,budapest,False,10,2075,VACATION,Budapest
w159596a,stockholm,False,10,2747,VACATION,Stockholm
w159596a,istanbul,False,10,2307,VACATION,Istanbul
w159596a,brussels,False,7,4079,VACATION,Brussels
w159596a,berlin,False,10,2137,VACATION,Berlin
w159596a,paris,False,7,2883,VACATION,Paris
w159596a,barcelona,False,10,2330,VACATION,Barcelona
wc9a924c,raspberry,False,9,5125,FRUIT,raspberries
wc9a924c,cantaloupe,False,8,2599,FRUIT,cantaloupe
wc9a924c,bananas,True,9,2007,FRUIT,Bananas
wc9a924c,grapes,False,3,2650,FRUIT,grapes
wc9a924c,watermelon,True,10,2118,FRUIT,Watermelon
wc9a924c,plums,True,9,2083,FRUIT,Plums
wc9a924c,cherry,False,10,2156,FRUIT,cherries
wc9a924c,apples,True,4,30512,FRUIT,Apples
wc9a924c,pineapple,True,2,2145,FRUIT,Pineapple
wc9a924c,lemon,False,-5,2824,FRUIT,lemon
wc9a924c,strawberry,True,5,11817,FRUIT,Strawberries
wc9a924c,pear,True,10,3046,FRUIT,Pears
wc9a924c,nectarines,False,0,3585,FRUIT,nectarines
wc9a924c,blackberry,True,5,1987,FRUIT,Blackberries
wc9a924c,mango,False,0,2940,FRUIT,mango
wc9a924c,blueberry,True,6,2304,FRUIT,Blueberries
wc9a924c,orange,False,1,4788,FRUIT,orange
wc9a924c,lemur,False,-3,5493,ZOO,lemur
wc9a924c,deer,False,5,2041,ZOO,deer
wc9a924c,peacock,False,2,2040,ZOO,peacock
wc9a924c,rhinoceros,False,-6,3514,ZOO,rhinoceros
wc9a924c,monkey,True,-3,1981,ZOO,Monkeys
wc9a924c,UNK,True,6,2864,ZOO,Penguins
wc9a924c,sloth,False,4,2409,ZOO,sloth
wc9a924c,tiger,True,-9,2943,ZOO,Tigers
wc9a924c,panda,False,-2,3121,ZOO,panda
wc9a924c,crocodile,False,-10,2200,ZOO,crocodile
wc9a924c,gorilla,False,-7,2119,ZOO,gorilla
wc9a924c,jaguar,False,-5,3649,ZOO,jaguar
wc9a924c,kangaroo,False,-4,2457,ZOO,kangaroo
wc9a924c,koala,False,5,2614,ZOO,koala
wc9a924c,elephant,False,-2,2322,ZOO,elephant
wc9a924c,cobra,False,-5,3288,ZOO,cobra
wc9a924c,giraffe,False,5,2209,ZOO,giraffe
wc9a924c,zebra,False,8,1812,ZOO,zebra
wc9a924c,lion,True,-10,3090,ZOO,Lions
wc9a924c,stockholm,False,0,4989,VACATION,Stockholm
wc9a924c,brussels,False,-6,2361,VACATION,Brussels
wc9a924c,barcelona,False,-7,2704,VACATION,Barcelona
wc9a924c,florence,False,-2,2127,VACATION,Florence
wc9a924c,prague,False,0,1608,VACATION,Prague
wc9a924c,madrid,False,-2,2540,VACATION,Madrid
wc9a924c,athens,False,0,2240,VACATION,Athens
wc9a924c,edinburgh,False,-5,2437,VACATION,Edinburgh
wc9a924c,dublin,False,2,2505,VACATION,Dublin
wc9a924c,rome,False,5,2526,VACATION,Rome
wc9a924c,amsterdam,False,8,3162,VACATION,Amsterdam
wc9a924c,london,False,10,2383,VACATION,London
wc9a924c,paris,False,10,1997,VACATION,Paris
wc9a924c,copenhagen,False,-4,2242,VACATION,Copenhagen
wc9a924c,lisbon,False,0,2042,VACATION,Lisbon
wc9a924c,budapest,False,0,5069,VACATION,Budapest
wc9a924c,istanbul,False,-2,2041,VACATION,Istanbul
wc9a924c,venice,False,2,2713,VACATION,Venice
wc9a924c,berlin,False,4,2718,VACATION,Berlin
wc9a924c,vienna,False,2,2459,VACATION,Vienna
w16d94ab,blueberry,True,4,12205,FRUIT,Blueberry
w16d94ab,limes,False,-7,4491,FRUIT,limes
w16d94ab,apples,False,0,4055,FRUIT,apples
w16d94ab,cantaloupe,False,5,3844,FRUIT,cantaloupe
w16d94ab,strawberry,True,6,4261,FRUIT,Strawberry
w16d94ab,raspberry,False,-3,3975,FRUIT,raspberries
w16d94ab,nectarines,False,0,5613,FRUIT,nectarines
w16d94ab,mango,False,0,4033,FRUIT,mango
w16d94ab,papayas,False,-1,4018,FRUIT,papayas
w16d94ab,orange,False,0,4800,FRUIT,orange
w16d94ab,plums,False,1,3840,FRUIT,plums
w16d94ab,grapes,False,5,3315,FRUIT,grapes
w16d94ab,watermelon,False,5,3704,FRUIT,watermelon
w16d94ab,pineapple,False,-10,3410,FRUIT,pineapple
w16d94ab,pear,False,1,3403,FRUIT,pear
w16d94ab,lemon,False,-8,3543,FRUIT,lemon
w16d94ab,peaches,False,0,4474,FRUIT,peaches
w16d94ab,cherry,False,-7,3247,FRUIT,cherries
w16d94ab,bananas,True,10,5919,FRUIT,Banana
w16d94ab,madrid,False,1,10098,VACATION,Madrid
w16d94ab,barcelona,False,1,3351,VACATION,Barcelona
w16d94ab,venice,False,9,3283,VACATION,Venice
