wid,prompt,response
weccfc3c,Free dinner with a friend at your favorite restaurant,9
weccfc3c,Stubbing your toe,-6
weccfc3c,Breaking both legs in a car accident,-10
weccfc3c,Getting a flat tire on the way home from work,-9
weccfc3c,Finding a $5 bill on the street,3
weccfc3c,Eating a spoonful of rice,2
w3b58c5d,Eating a spoonful of rice,0
w3b58c5d,Winning the lottery,10
w3b58c5d,Finding a $5 bill on the street,3
w3b58c5d,Getting a flat tire on the way home from work,-7
w3b58c5d,Free dinner with a friend at your favorite restaurant,6
w3b58c5d,Breaking both legs in a car accident,-10
w3b58c5d,Stubbing your toe,-2
waaa0bb5,Free dinner with a friend at your favorite restaurant,7
waaa0bb5,Winning the lottery,10
waaa0bb5,Stubbing your toe,-6
waaa0bb5,Finding a $5 bill on the street,2
waaa0bb5,Getting a flat tire on the way home from work,-8
waaa0bb5,Breaking both legs in a car accident,-10
waaa0bb5,Eating a spoonful of rice,0
w4e690e8,Getting a flat tire on the way home from work,-9
w4e690e8,Free dinner with a friend at your favorite restaurant,8
w4e690e8,Finding a $5 bill on the street,4
w4e690e8,Eating a spoonful of rice,4
w4e690e8,Winning the lottery,10
w4e690e8,Breaking both legs in a car accident,-10
w4e690e8,Stubbing your toe,-9
w320daee,Winning the lottery,10
w320daee,Getting a flat tire on the way home from work,-10
w320daee,Finding a $5 bill on the street,5
w320daee,Breaking both legs in a car accident,-10
w320daee,Stubbing your toe,-5
w320daee,Eating a spoonful of rice,0
w320daee,Free dinner with a friend at your favorite restaurant,10
wfa94e0a,Getting a flat tire on the way home from work,-5
wfa94e0a,Free dinner with a friend at your favorite restaurant,6
wfa94e0a,Stubbing your toe,-3
wfa94e0a,Eating a spoonful of rice,0
wfa94e0a,Winning the lottery,10
wfa94e0a,Finding a $5 bill on the street,1
wfa94e0a,Breaking both legs in a car accident,-9
w0ae46be,Stubbing your toe,-4
w0ae46be,Breaking both legs in a car accident,-10
w0ae46be,Free dinner with a friend at your favorite restaurant,4
w0ae46be,Getting a flat tire on the way home from work,-2
w0ae46be,Eating a spoonful of rice,0
w0ae46be,Finding a $5 bill on the street,2
w0ae46be,Winning the lottery,10
wa3ad3e5,Eating a spoonful of rice,4
wa3ad3e5,Winning the lottery,9
wa3ad3e5,Stubbing your toe,-8
wa3ad3e5,Finding a $5 bill on the street,5
wa3ad3e5,Free dinner with a friend at your favorite restaurant,7
wa3ad3e5,Breaking both legs in a car accident,-9
wa3ad3e5,Getting a flat tire on the way home from work,-6
w6728ceb,Free dinner with a friend at your favorite restaurant,10
w6728ceb,Eating a spoonful of rice,1
w6728ceb,Getting a flat tire on the way home from work,-10
w6728ceb,Breaking both legs in a car accident,-10
w6728ceb,Stubbing your toe,-10
w6728ceb,Finding a $5 bill on the street,10
w6728ceb,Winning the lottery,9
w70394ea,Getting a flat tire on the way home from work,-8
w70394ea,Finding a $5 bill on the street,3
w70394ea,Winning the lottery,10
w70394ea,Breaking both legs in a car accident,-10
w70394ea,Eating a spoonful of rice,1
w70394ea,Stubbing your toe,-4
w70394ea,Free dinner with a friend at your favorite restaurant,5
we24617c,Getting a flat tire on the way home from work,-10
we24617c,Eating a spoonful of rice,0
we24617c,Winning the lottery,10
we24617c,Stubbing your toe,-10
we24617c,Breaking both legs in a car accident,-10
we24617c,Free dinner with a friend at your favorite restaurant,5
we24617c,Finding a $5 bill on the street,4
w5697380,Getting a flat tire on the way home from work,-5
w5697380,Stubbing your toe,-5
w5697380,Finding a $5 bill on the street,4
w5697380,Eating a spoonful of rice,0
w5697380,Free dinner with a friend at your favorite restaurant,6
w5697380,Winning the lottery,10
w5697380,Breaking both legs in a car accident,-10
w691f30f,Getting a flat tire on the way home from work,-8
w691f30f,Stubbing your toe,-7
w691f30f,Breaking both legs in a car accident,-10
w691f30f,Eating a spoonful of rice,5
w691f30f,Finding a $5 bill on the street,4
w691f30f,Free dinner with a friend at your favorite restaurant,10
w691f30f,Winning the lottery,8
wdd522dd,Stubbing your toe,-3
wdd522dd,Free dinner with a friend at your favorite restaurant,10
wdd522dd,Winning the lottery,-3
wdd522dd,Breaking both legs in a car accident,-10
wdd522dd,Getting a flat tire on the way home from work,-7
wdd522dd,Eating a spoonful of rice,5
wdd522dd,Finding a $5 bill on the street,7
w1504726,Eating a spoonful of rice,10
w1504726,Getting a flat tire on the way home from work,-10
w1504726,Stubbing your toe,-10
w1504726,Free dinner with a friend at your favorite restaurant,10
w1504726,Finding a $5 bill on the street,10
w1504726,Breaking both legs in a car accident,-10
w1504726,Winning the lottery,10
w746a731,Breaking both legs in a car accident,-10
w746a731,Finding a $5 bill on the street,4
w746a731,Stubbing your toe,-4
w746a731,Eating a spoonful of rice,2
w746a731,Winning the lottery,10
w746a731,Getting a flat tire on the way home from work,-6
w746a731,Free dinner with a friend at your favorite restaurant,7
waaa21e7,Finding a $5 bill on the street,3
waaa21e7,Getting a flat tire on the way home from work,-6
waaa21e7,Winning the lottery,10
waaa21e7,Breaking both legs in a car accident,-10
waaa21e7,Free dinner with a friend at your favorite restaurant,7
waaa21e7,Stubbing your toe,-3
waaa21e7,Eating a spoonful of rice,1
w6fafcdc,Getting a flat tire on the way home from work,-6
w6fafcdc,Finding a $5 bill on the street,3
w6fafcdc,Eating a spoonful of rice,0
w6fafcdc,Free dinner with a friend at your favorite restaurant,5
w6fafcdc,Winning the lottery,10
w6fafcdc,Stubbing your toe,-4
w6fafcdc,Breaking both legs in a car accident,-10
w855ddee,Breaking both legs in a car accident,-7
w855ddee,Getting a flat tire on the way home from work,-5
w855ddee,Free dinner with a friend at your favorite restaurant,8
w855ddee,Stubbing your toe,-2
w855ddee,Eating a spoonful of rice,4
w855ddee,Finding a $5 bill on the street,5
w855ddee,Winning the lottery,8
wb728a10,Winning the lottery,-2
wb728a10,Breaking both legs in a car accident,-10
wb728a10,Finding a $5 bill on the street,4
wb728a10,Getting a flat tire on the way home from work,-6
wb728a10,Stubbing your toe,-3
wb728a10,Free dinner with a friend at your favorite restaurant,6
wb728a10,Eating a spoonful of rice,0
w4539be1,Stubbing your toe,-8
w4539be1,Eating a spoonful of rice,7
w4539be1,Breaking both legs in a car accident,-9
w4539be1,Winning the lottery,8
w4539be1,Getting a flat tire on the way home from work,-9
w4539be1,Finding a $5 bill on the street,8
w4539be1,Free dinner with a friend at your favorite restaurant,8
w2f49e42,Finding a $5 bill on the street,6
w2f49e42,Free dinner with a friend at your favorite restaurant,8
w2f49e42,Eating a spoonful of rice,-8
w2f49e42,Breaking both legs in a car accident,-10
w2f49e42,Getting a flat tire on the way home from work,-7
w2f49e42,Stubbing your toe,-5
w2f49e42,Winning the lottery,9
wbf44c59,Eating a spoonful of rice,7
wbf44c59,Finding a $5 bill on the street,10
wbf44c59,Free dinner with a friend at your favorite restaurant,10
wbf44c59,Stubbing your toe,-9
wbf44c59,Breaking both legs in a car accident,-10
wbf44c59,Winning the lottery,10
wbf44c59,Getting a flat tire on the way home from work,-10
w2377959,Stubbing your toe,-5
w2377959,Eating a spoonful of rice,0
w2377959,Finding a $5 bill on the street,6
w2377959,Breaking both legs in a car accident,-10
w2377959,Free dinner with a friend at your favorite restaurant,8
w2377959,Winning the lottery,10
w2377959,Getting a flat tire on the way home from work,-8
wa598b5f,Stubbing your toe,-4
wa598b5f,Finding a $5 bill on the street,3
wa598b5f,Winning the lottery,10
wa598b5f,Free dinner with a friend at your favorite restaurant,5
wa598b5f,Eating a spoonful of rice,0
wa598b5f,Getting a flat tire on the way home from work,-5
wa598b5f,Breaking both legs in a car accident,-8
wac5b84a,Stubbing your toe,-5
wac5b84a,Breaking both legs in a car accident,-10
wac5b84a,Finding a $5 bill on the street,7
wac5b84a,Winning the lottery,10
wac5b84a,Eating a spoonful of rice,0
wac5b84a,Free dinner with a friend at your favorite restaurant,10
wac5b84a,Getting a flat tire on the way home from work,-5
w57829cc,Free dinner with a friend at your favorite restaurant,10
w57829cc,Getting a flat tire on the way home from work,-10
w57829cc,Winning the lottery,9
w57829cc,Breaking both legs in a car accident,-9
w57829cc,Finding a $5 bill on the street,9
w57829cc,Eating a spoonful of rice,0
w57829cc,Stubbing your toe,-9
w99830aa,Breaking both legs in a car accident,-6
w99830aa,Free dinner with a friend at your favorite restaurant,6
w99830aa,Finding a $5 bill on the street,3
w99830aa,Getting a flat tire on the way home from work,-4
w99830aa,Eating a spoonful of rice,1
w99830aa,Stubbing your toe,-2
w99830aa,Winning the lottery,10
w1f77713,Winning the lottery,10
w1f77713,Finding a $5 bill on the street,3
w1f77713,Stubbing your toe,-4
w1f77713,Eating a spoonful of rice,0
w1f77713,Free dinner with a friend at your favorite restaurant,7
w1f77713,Breaking both legs in a car accident,-9
w1f77713,Getting a flat tire on the way home from work,-7
we1ecb97,Breaking both legs in a car accident,-10
we1ecb97,Winning the lottery,10
we1ecb97,Getting a flat tire on the way home from work,-10
we1ecb97,Stubbing your toe,-2
we1ecb97,Eating a spoonful of rice,10
we1ecb97,Finding a $5 bill on the street,10
we1ecb97,Free dinner with a friend at your favorite restaurant,10
w2070c3d,Winning the lottery,10
w2070c3d,Free dinner with a friend at your favorite restaurant,5
w2070c3d,Stubbing your toe,-10
w2070c3d,Finding a $5 bill on the street,10
w2070c3d,Eating a spoonful of rice,0
w2070c3d,Breaking both legs in a car accident,-10
w2070c3d,Getting a flat tire on the way home from work,-5
w7c99810,Stubbing your toe,-2
w7c99810,Free dinner with a friend at your favorite restaurant,4
w7c99810,Breaking both legs in a car accident,-5
w7c99810,Winning the lottery,8
w7c99810,Eating a spoonful of rice,0
w7c99810,Getting a flat tire on the way home from work,-3
w7c99810,Finding a $5 bill on the street,1
w4b810e4,Finding a $5 bill on the street,4
w4b810e4,Breaking both legs in a car accident,-10
w4b810e4,Eating a spoonful of rice,1
w4b810e4,Free dinner with a friend at your favorite restaurant,5
w4b810e4,Getting a flat tire on the way home from work,-4
w4b810e4,Winning the lottery,10
w4b810e4,Stubbing your toe,-2
w77b701f,Free dinner with a friend at your favorite restaurant,10
w77b701f,Eating a spoonful of rice,0
w77b701f,Finding a $5 bill on the street,2
w77b701f,Winning the lottery,10
w77b701f,Breaking both legs in a car accident,-10
w77b701f,Stubbing your toe,-4
w77b701f,Getting a flat tire on the way home from work,-6
w25c05b2,Winning the lottery,10
w25c05b2,Free dinner with a friend at your favorite restaurant,4
w25c05b2,Eating a spoonful of rice,5
w25c05b2,Stubbing your toe,-5
w25c05b2,Finding a $5 bill on the street,7
w25c05b2,Getting a flat tire on the way home from work,-6
w25c05b2,Breaking both legs in a car accident,-10
w5578705,Free dinner with a friend at your favorite restaurant,10
w5578705,Eating a spoonful of rice,0
w5578705,Stubbing your toe,-2
w5578705,Breaking both legs in a car accident,-6
w5578705,Winning the lottery,10
w5578705,Getting a flat tire on the way home from work,-4
w5578705,Finding a $5 bill on the street,5
w6f22e10,Winning the lottery,6
w6f22e10,Free dinner with a friend at your favorite restaurant,6
w6f22e10,Stubbing your toe,-3
w6f22e10,Finding a $5 bill on the street,1
w6f22e10,Eating a spoonful of rice,0
w6f22e10,Breaking both legs in a car accident,-7
w6f22e10,Getting a flat tire on the way home from work,-1
w4268df8,Breaking both legs in a car accident,-8
w4268df8,Getting a flat tire on the way home from work,-3
w4268df8,Free dinner with a friend at your favorite restaurant,5
w4268df8,Winning the lottery,8
w4268df8,Finding a $5 bill on the street,1
w4268df8,Stubbing your toe,-1
w4268df8,Eating a spoonful of rice,2
wc05e3d6,Getting a flat tire on the way home from work,-5
wc05e3d6,Winning the lottery,10
wc05e3d6,Eating a spoonful of rice,0
wc05e3d6,Finding a $5 bill on the street,7
wc05e3d6,Breaking both legs in a car accident,-10
wc05e3d6,Free dinner with a friend at your favorite restaurant,10
wc05e3d6,Stubbing your toe,-4
w4b32594,Winning the lottery,10
w4b32594,Stubbing your toe,-4
w4b32594,Breaking both legs in a car accident,-7
w4b32594,Finding a $5 bill on the street,1
w4b32594,Getting a flat tire on the way home from work,-4
w4b32594,Free dinner with a friend at your favorite restaurant,2
w4b32594,Eating a spoonful of rice,0
wa261df2,Eating a spoonful of rice,1
wa261df2,Stubbing your toe,-7
wa261df2,Finding a $5 bill on the street,6
wa261df2,Breaking both legs in a car accident,-10
wa261df2,Getting a flat tire on the way home from work,-8
wa261df2,Free dinner with a friend at your favorite restaurant,9
wa261df2,Winning the lottery,10
w03aeac6,Winning the lottery,10
w03aeac6,Getting a flat tire on the way home from work,-7
w03aeac6,Finding a $5 bill on the street,3
w03aeac6,Stubbing your toe,-2
w03aeac6,Breaking both legs in a car accident,-9
w03aeac6,Eating a spoonful of rice,1
w03aeac6,Free dinner with a friend at your favorite restaurant,8
w22d27b8,Eating a spoonful of rice,0
w22d27b8,Getting a flat tire on the way home from work,-10
w22d27b8,Winning the lottery,10
w22d27b8,Breaking both legs in a car accident,-10
w22d27b8,Stubbing your toe,0
w22d27b8,Finding a $5 bill on the street,10
w22d27b8,Free dinner with a friend at your favorite restaurant,8
w6695449,Stubbing your toe,-4
w6695449,Free dinner with a friend at your favorite restaurant,10
w6695449,Eating a spoonful of rice,3
w6695449,Winning the lottery,10
w6695449,Getting a flat tire on the way home from work,-4
w6695449,Finding a $5 bill on the street,6
w6695449,Breaking both legs in a car accident,-10
wc9eb28c,Free dinner with a friend at your favorite restaurant,10
wc9eb28c,Stubbing your toe,-5
wc9eb28c,Breaking both legs in a car accident,-10
wc9eb28c,Winning the lottery,10
wc9eb28c,Getting a flat tire on the way home from work,-8
wc9eb28c,Finding a $5 bill on the street,3
wc9eb28c,Eating a spoonful of rice,1
w536843c,Winning the lottery,10
w536843c,Finding a $5 bill on the street,5
w536843c,Eating a spoonful of rice,0
w536843c,Stubbing your toe,-4
w536843c,Getting a flat tire on the way home from work,-4
w536843c,Free dinner with a friend at your favorite restaurant,5
w536843c,Breaking both legs in a car accident,-10
w0ce45d9,Eating a spoonful of rice,0
w0ce45d9,Breaking both legs in a car accident,-10
w0ce45d9,Free dinner with a friend at your favorite restaurant,10
w0ce45d9,Getting a flat tire on the way home from work,-5
w0ce45d9,Winning the lottery,10
w0ce45d9,Finding a $5 bill on the street,5
w0ce45d9,Stubbing your toe,-6
w968f840,Stubbing your toe,-4
w968f840,Breaking both legs in a car accident,-9
w968f840,Finding a $5 bill on the street,1
w968f840,Winning the lottery,10
w968f840,Eating a spoonful of rice,1
w968f840,Free dinner with a friend at your favorite restaurant,3
w968f840,Getting a flat tire on the way home from work,-3
w6812375,Eating a spoonful of rice,0
w6812375,Winning the lottery,10
w6812375,Stubbing your toe,-1
w6812375,Getting a flat tire on the way home from work,-4
w6812375,Finding a $5 bill on the street,2
w6812375,Free dinner with a friend at your favorite restaurant,6
w6812375,Breaking both legs in a car accident,-10
w8360117,Breaking both legs in a car accident,-10
w8360117,Stubbing your toe,-3
w8360117,Getting a flat tire on the way home from work,-5
w8360117,Free dinner with a friend at your favorite restaurant,6
w8360117,Winning the lottery,10
w8360117,Eating a spoonful of rice,4
w8360117,Finding a $5 bill on the street,6
wb32326d,Eating a spoonful of rice,1
wb32326d,Finding a $5 bill on the street,5
wb32326d,Breaking both legs in a car accident,-10
wb32326d,Free dinner with a friend at your favorite restaurant,8
wb32326d,Winning the lottery,10
wb32326d,Stubbing your toe,-8
wb32326d,Getting a flat tire on the way home from work,-9
w85b8f93,Free dinner with a friend at your favorite restaurant,10
w85b8f93,Stubbing your toe,-3
w85b8f93,Eating a spoonful of rice,10
w85b8f93,Finding a $5 bill on the street,10
w85b8f93,Winning the lottery,10
w85b8f93,Getting a flat tire on the way home from work,-6
w85b8f93,Breaking both legs in a car accident,-10
w560f568,Winning the lottery,10
w560f568,Free dinner with a friend at your favorite restaurant,9
w560f568,Getting a flat tire on the way home from work,-10
w560f568,Stubbing your toe,-10
w560f568,Eating a spoonful of rice,8
w560f568,Breaking both legs in a car accident,-10
w560f568,Finding a $5 bill on the street,10
wf1da202,Getting a flat tire on the way home from work,0
wf1da202,Breaking both legs in a car accident,-8
wf1da202,Stubbing your toe,-4
wf1da202,Free dinner with a friend at your favorite restaurant,8
wf1da202,Finding a $5 bill on the street,3
wf1da202,Winning the lottery,10
wf1da202,Eating a spoonful of rice,1
w12249cd,Finding a $5 bill on the street,3
w12249cd,Breaking both legs in a car accident,-10
w12249cd,Getting a flat tire on the way home from work,-7
w12249cd,Eating a spoonful of rice,0
w12249cd,Winning the lottery,10
w12249cd,Free dinner with a friend at your favorite restaurant,7
w12249cd,Stubbing your toe,-5
wec428dc,Winning the lottery,7
wec428dc,Eating a spoonful of rice,0
wec428dc,Breaking both legs in a car accident,-8
wec428dc,Stubbing your toe,-1
wec428dc,Free dinner with a friend at your favorite restaurant,3
wec428dc,Finding a $5 bill on the street,3
wec428dc,Getting a flat tire on the way home from work,-5
w72abaad,Finding a $5 bill on the street,2
w72abaad,Stubbing your toe,-1
w72abaad,Getting a flat tire on the way home from work,-4
w72abaad,Breaking both legs in a car accident,-8
w72abaad,Eating a spoonful of rice,0
w72abaad,Free dinner with a friend at your favorite restaurant,4
w72abaad,Winning the lottery,7
wfc3acfa,Breaking both legs in a car accident,-10
wfc3acfa,Free dinner with a friend at your favorite restaurant,10
wfc3acfa,Winning the lottery,10
wfc3acfa,Stubbing your toe,-6
wfc3acfa,Finding a $5 bill on the street,7
wfc3acfa,Getting a flat tire on the way home from work,-3
wfc3acfa,Eating a spoonful of rice,4
w7d62cc2,Eating a spoonful of rice,-2
w7d62cc2,Free dinner with a friend at your favorite restaurant,8
w7d62cc2,Getting a flat tire on the way home from work,-8
w7d62cc2,Finding a $5 bill on the street,6
w7d62cc2,Breaking both legs in a car accident,-10
w7d62cc2,Winning the lottery,10
w7d62cc2,Stubbing your toe,-4
w5e8254f,Finding a $5 bill on the street,3
w5e8254f,Eating a spoonful of rice,5
w5e8254f,Breaking both legs in a car accident,-10
w5e8254f,Winning the lottery,10
w5e8254f,Free dinner with a friend at your favorite restaurant,5
w5e8254f,Stubbing your toe,-2
w5e8254f,Getting a flat tire on the way home from work,-5
wf5fd2c9,Breaking both legs in a car accident,-7
wf5fd2c9,Finding a $5 bill on the street,3
wf5fd2c9,Getting a flat tire on the way home from work,-10
wf5fd2c9,Free dinner with a friend at your favorite restaurant,10
wf5fd2c9,Eating a spoonful of rice,4
wf5fd2c9,Winning the lottery,10
wf5fd2c9,Stubbing your toe,-3
w7e5eac9,Free dinner with a friend at your favorite restaurant,5
w7e5eac9,Breaking both legs in a car accident,-10
w7e5eac9,Winning the lottery,4
w7e5eac9,Eating a spoonful of rice,0
w7e5eac9,Getting a flat tire on the way home from work,-5
w7e5eac9,Stubbing your toe,-2
w7e5eac9,Finding a $5 bill on the street,1
waf5a872,Breaking both legs in a car accident,-10
waf5a872,Stubbing your toe,-5
waf5a872,Eating a spoonful of rice,1
waf5a872,Winning the lottery,10
waf5a872,Free dinner with a friend at your favorite restaurant,5
waf5a872,Getting a flat tire on the way home from work,-8
waf5a872,Finding a $5 bill on the street,2
wa57ed22,Eating a spoonful of rice,0
wa57ed22,Stubbing your toe,-2
wa57ed22,Breaking both legs in a car accident,-10
wa57ed22,Getting a flat tire on the way home from work,-6
wa57ed22,Finding a $5 bill on the street,3
wa57ed22,Winning the lottery,10
wa57ed22,Free dinner with a friend at your favorite restaurant,5
w133f5e6,Breaking both legs in a car accident,-8
w133f5e6,Stubbing your toe,-3
w133f5e6,Winning the lottery,10
w133f5e6,Eating a spoonful of rice,1
w133f5e6,Finding a $5 bill on the street,3
w133f5e6,Getting a flat tire on the way home from work,-3
w133f5e6,Free dinner with a friend at your favorite restaurant,6
w711cc87,Breaking both legs in a car accident,-8
w711cc87,Winning the lottery,2
w711cc87,Getting a flat tire on the way home from work,-6
w711cc87,Free dinner with a friend at your favorite restaurant,10
w711cc87,Eating a spoonful of rice,0
w711cc87,Finding a $5 bill on the street,3
w711cc87,Stubbing your toe,-2
we010f6f,Free dinner with a friend at your favorite restaurant,6
we010f6f,Eating a spoonful of rice,2
we010f6f,Getting a flat tire on the way home from work,-7
we010f6f,Stubbing your toe,-5
we010f6f,Finding a $5 bill on the street,6
we010f6f,Breaking both legs in a car accident,-10
we010f6f,Winning the lottery,10
w76f4194,Stubbing your toe,-3
w76f4194,Breaking both legs in a car accident,-9
w76f4194,Getting a flat tire on the way home from work,-4
w76f4194,Finding a $5 bill on the street,2
w76f4194,Free dinner with a friend at your favorite restaurant,5
w76f4194,Winning the lottery,10
w76f4194,Eating a spoonful of rice,0
w4dcff9f,Getting a flat tire on the way home from work,-8
w4dcff9f,Winning the lottery,6
w4dcff9f,Eating a spoonful of rice,2
w4dcff9f,Finding a $5 bill on the street,6
w4dcff9f,Stubbing your toe,-3
w4dcff9f,Breaking both legs in a car accident,-10
w4dcff9f,Free dinner with a friend at your favorite restaurant,4
wdb0c43e,Breaking both legs in a car accident,-10
wdb0c43e,Winning the lottery,10
wdb0c43e,Stubbing your toe,-2
wdb0c43e,Getting a flat tire on the way home from work,-4
wdb0c43e,Eating a spoonful of rice,4
wdb0c43e,Free dinner with a friend at your favorite restaurant,6
wdb0c43e,Finding a $5 bill on the street,6
w9e546d4,Stubbing your toe,-6
w9e546d4,Breaking both legs in a car accident,-10
w9e546d4,Free dinner with a friend at your favorite restaurant,3
w9e546d4,Eating a spoonful of rice,0
w9e546d4,Getting a flat tire on the way home from work,-2
w9e546d4,Winning the lottery,9
w9e546d4,Finding a $5 bill on the street,3
w601dd33,Getting a flat tire on the way home from work,-10
w601dd33,Winning the lottery,8
w601dd33,Breaking both legs in a car accident,-10
w601dd33,Finding a $5 bill on the street,10
w601dd33,Eating a spoonful of rice,4
w601dd33,Free dinner with a friend at your favorite restaurant,10
w601dd33,Stubbing your toe,-10
w576c2cb,Getting a flat tire on the way home from work,-8
w576c2cb,Eating a spoonful of rice,0
w576c2cb,Stubbing your toe,-5
w576c2cb,Breaking both legs in a car accident,-10
w576c2cb,Free dinner with a friend at your favorite restaurant,3
w576c2cb,Winning the lottery,10
w576c2cb,Finding a $5 bill on the street,7
w40fbaf9,Breaking both legs in a car accident,-7
w40fbaf9,Getting a flat tire on the way home from work,-4
w40fbaf9,Winning the lottery,8
w40fbaf9,Stubbing your toe,-1
w40fbaf9,Finding a $5 bill on the street,4
w40fbaf9,Free dinner with a friend at your favorite restaurant,5
w40fbaf9,Eating a spoonful of rice,1
wedf3c53,Eating a spoonful of rice,0
wedf3c53,Winning the lottery,10
wedf3c53,Getting a flat tire on the way home from work,-8
wedf3c53,Stubbing your toe,-3
wedf3c53,Finding a $5 bill on the street,5
wedf3c53,Breaking both legs in a car accident,-10
wedf3c53,Free dinner with a friend at your favorite restaurant,6
w4e9ee51,Finding a $5 bill on the street,9
w4e9ee51,Stubbing your toe,-10
w4e9ee51,Eating a spoonful of rice,1
w4e9ee51,Winning the lottery,7
w4e9ee51,Breaking both legs in a car accident,-10
w4e9ee51,Getting a flat tire on the way home from work,-6
w4e9ee51,Free dinner with a friend at your favorite restaurant,10
w0ec19be,Stubbing your toe,-5
w0ec19be,Breaking both legs in a car accident,-10
w0ec19be,Winning the lottery,10
w0ec19be,Getting a flat tire on the way home from work,-4
w0ec19be,Eating a spoonful of rice,2
w0ec19be,Finding a $5 bill on the street,3
w0ec19be,Free dinner with a friend at your favorite restaurant,4
wfacf0ec,Finding a $5 bill on the street,6
wfacf0ec,Free dinner with a friend at your favorite restaurant,10
wfacf0ec,Eating a spoonful of rice,3
wfacf0ec,Winning the lottery,7
wfacf0ec,Breaking both legs in a car accident,-10
wfacf0ec,Getting a flat tire on the way home from work,-7
wfacf0ec,Stubbing your toe,-3
w4124bfc,Finding a $5 bill on the street,2
w4124bfc,Winning the lottery,8
w4124bfc,Stubbing your toe,-3
w4124bfc,Eating a spoonful of rice,1
w4124bfc,Getting a flat tire on the way home from work,-5
w4124bfc,Free dinner with a friend at your favorite restaurant,7
w4124bfc,Breaking both legs in a car accident,-10
wb8e781b,Breaking both legs in a car accident,-8
wb8e781b,Eating a spoonful of rice,1
wb8e781b,Free dinner with a friend at your favorite restaurant,7
wb8e781b,Getting a flat tire on the way home from work,-5
wb8e781b,Stubbing your toe,-3
wb8e781b,Finding a $5 bill on the street,6
wb8e781b,Winning the lottery,10
w7da44c7,Winning the lottery,10
w7da44c7,Eating a spoonful of rice,1
w7da44c7,Free dinner with a friend at your favorite restaurant,10
w7da44c7,Finding a $5 bill on the street,7
w7da44c7,Stubbing your toe,-7
w7da44c7,Getting a flat tire on the way home from work,-9
w7da44c7,Breaking both legs in a car accident,-10
w09c99c9,Free dinner with a friend at your favorite restaurant,10
w09c99c9,Stubbing your toe,-7
w09c99c9,Eating a spoonful of rice,3
w09c99c9,Finding a $5 bill on the street,5
w09c99c9,Getting a flat tire on the way home from work,-6
w09c99c9,Winning the lottery,10
w09c99c9,Breaking both legs in a car accident,-10
w2f937a4,Free dinner with a friend at your favorite restaurant,5
w2f937a4,Winning the lottery,10
w2f937a4,Breaking both legs in a car accident,-10
w2f937a4,Getting a flat tire on the way home from work,-6
w2f937a4,Eating a spoonful of rice,0
w2f937a4,Finding a $5 bill on the street,5
w2f937a4,Stubbing your toe,-6
wd4f8369,Eating a spoonful of rice,10
wd4f8369,Finding a $5 bill on the street,10
wd4f8369,Free dinner with a friend at your favorite restaurant,10
wd4f8369,Stubbing your toe,-4
wd4f8369,Getting a flat tire on the way home from work,-10
wd4f8369,Winning the lottery,10
wd4f8369,Breaking both legs in a car accident,-10
wc0404b3,Winning the lottery,10
wc0404b3,Breaking both legs in a car accident,-10
wc0404b3,Getting a flat tire on the way home from work,-7
wc0404b3,Free dinner with a friend at your favorite restaurant,10
wc0404b3,Eating a spoonful of rice,5
wc0404b3,Finding a $5 bill on the street,10
wc0404b3,Stubbing your toe,-5
wb5da2f2,Free dinner with a friend at your favorite restaurant,6
wb5da2f2,Stubbing your toe,-5
wb5da2f2,Finding a $5 bill on the street,3
wb5da2f2,Breaking both legs in a car accident,-10
wb5da2f2,Winning the lottery,10
wb5da2f2,Eating a spoonful of rice,1
wb5da2f2,Getting a flat tire on the way home from work,-6
